Transaction_ID,Date,Drug_Name,Batch_Number,Qty_Sold,MRP_Unit_Price,Total_Amount
TXN-14307,2024-05-03,azithral 500,AZI-2402-36,4,118.5,474.0
TXN-14301,2024-05-03,allegra 120,ALL-2402-77,6,198.0,1188.0
TXN-14302,2024-05-03,pan 40,PAN-2401-43,2,155.0,310.0
TXN-14304,2024-05-03,allegra 120,ALL-2401-30,5,198.0,990.0
TXN-14300,2024-05-03,telma 40,TEL-2401-86,2,220.0,440.0
TXN-14313,2024-05-03,allegra 120,ALL-2402-80,4,198.0,792.0
TXN-14303,2024-05-03,dolo 650,DOL-2401-69,3,30.0,90.0
TXN-14306,2024-05-03,glycomet 500,GLY-2402-61,5,-22.5,112.5
TXN-14305,2024-05-03,telma 40,TEL-2402-25,5,220.0,1100.0
TXN-14632,2024-05-04,pan 40,PAN-2402-25,1,155.0,155.0
TXN-14629,2024-05-04,azithral 500,AZI-2402-40,2,118.5,237.0
TXN-14631,2024-05-04,dolo 650,DOL-2403-12,2,30.0,60.0
TXN-14630,2024-05-04,pan 40,PAN-2403-88,5,155.0,775.0
TXN-14633,2024-05-04,dolo 650,DOL-2403-12,3,30.0,90.0
TXN-14635,2024-05-04,azithral 500,AZI-2301-67,1,118.5,118.5
TXN-14638,2024-05-04,telma 40,TEL-2403-32,3,220.0,660.0
TXN-14634,2024-05-04,dolo 650,DOL-2301-95,3,30.0,90.0
TXN-14636,2024-05-04,pan 40,PAN-2403-22,3,155.0,465.0
TXN-14637,2024-05-04,dolo 650,DOL-2402-82,2,30.0,60.0
TXN-14931,2024-05-05,allegra 120,ALL-2301-79,1,198.0,198.0
TXN-14929,2024-05-05,dolo 650,DOL-2403-28,4,30.0,120.0
TXN-14928,2024-05-05,allegra 120,ALL-2403-83,5,198.0,990.0
TXN-14927,2024-05-05,telma 40,TEL-2301-80,4,220.0,880.0
TXN-14926,2024-05-05,allegra 120,ALL-2404-16,2,198.0,396.0
TXN-14925,2024-05-05,glycomet 500,GLY-2404-87,4,22.5,90.0
TXN-14924,2024-05-05,dolo 650,DOL-2403-28,5,30.0,150.0
TXN-14923,2024-05-05,glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14930,2024-05-05,pan 40,PAN-2404-56,4,155.0,620.0
TXN-14921,2024-05-05,pan 40,PAN-2404-56,1,155.0,155.0
TXN-14922,2024-05-05,azithral 500,AZI-2404-33,5,118.5,592.5
TXN-14918,2024-05-05,pan 40,PAN-2404-56,3,155.0,465.0
TXN-14920,2024-05-05,allegra 120,ALL-2404-16,2,198.0,396.0
TXN-14919,2024-05-05,pan 40,PAN-2404-41,5,155.0,775.0
TXN-15196,2024-05-06,glycomet 500,GLY-2404-57,3,22.5,67.5
TXN-15195,2024-05-06,telma 40,TEL-2301-80,2,220.0,440.0
TXN-15206,2024-05-06,pan 40,PAN-2405-38,2,155.0,310.0
TXN-15197,2024-05-06,telma 40,TEL-2405-79,2,220.0,440.0
TXN-15199,2024-05-06,azithral 500,AZI-2405-91,1,118.5,118.5
TXN-15198,2024-05-06,glycomet 500,GLY-2404-57,3,22.5,67.5
TXN-15201,2024-05-06,azithral 500,AZI-2404-28,5,118.5,592.5
TXN-15205,2024-05-06,glycomet 500,GLY-2404-57,2,22.5,45.0
TXN-15204,2024-05-06,dolo 650,DOL-2405-47,6,30.0,180.0
TXN-15203,2024-05-06,telma 40,TEL-2405-85,3,220.0,660.0
TXN-15202,2024-05-06,telma 40,TEL-2405-79,5,220.0,1100.0
TXN-15200,2024-05-06,glycomet 500,GLY-2405-45,3,22.5,67.5
TXN-15526,2024-05-07,allegra 120,ALL-2405-91,5,198.0,990.0
TXN-15523,2024-05-07,pan 40,PAN-2406-36,4,155.0,620.0
TXN-15524,2024-05-07,allegra 120,ALL-2405-91,3,198.0,594.0
TXN-15525,2024-05-07,allegra 120,ALL-2301-79,1,198.0,198.0
TXN-15527,2024-05-07,azithral 500,AZI-2301-67,1,118.5,118.5
TXN-15535,2024-05-07,allegra 120,ALL-2406-15,5,198.0,990.0
TXN-15529,2024-05-07,telma 40,TEL-2301-80,3,220.0,660.0
TXN-15530,2024-05-07,azithral 500,AZI-2405-58,3,118.5,355.5
TXN-15531,2024-05-07,dolo 650,DOL-2405-47,5,30.0,150.0
TXN-15532,2024-05-07,dolo 650,DOL-2405-35,6,30.0,180.0
TXN-15534,2024-05-07,allegra 120,ALL-2405-91,5,198.0,990.0
TXN-15528,2024-05-07,pan 40,PAN-2301-58,1,155.0,155.0
TXN-15533,2024-05-07,azithral 500,AZI-2405-91,1,118.5,118.5
TXN-15847,2024-05-08,azithral 500,AZI-2407-45,2,118.5,237.0
TXN-15845,2024-05-08,telma 40,TEL-2407-95,4,220.0,880.0
TXN-15844,2024-05-08,pan 40,PAN-2407-49,5,155.0,775.0
TXN-15843,2024-05-08,glycomet 500,GLY-2407-36,2,22.5,45.0
TXN-15842,2024-05-08,azithral 500,AZI-2407-35,2,118.5,237.0
TXN-15841,2024-05-08,allegra 120,ALL-2407-63,4,198.0,792.0
TXN-15846,2024-05-08,telma 40,TEL-2407-95,2,220.0,440.0
TXN-15840,2024-05-08,allegra 120,ALL-2301-79,1,198.0,198.0
TXN-15839,2024-05-08,dolo 650,DOL-2407-59,10,30.0,300.0
TXN-15838,2024-05-08,dolo 650,DOL-2407-59,8,30.0,240.0
TXN-16150,2024-05-09,glycomet 500,GLY-2408-52,2,22.5,45.0
TXN-16161,2024-05-09,telma 40,TEL-2408-11,2,220.0,440.0
TXN-16160,2024-05-09,azithral 500,AZI-2408-61,4,118.5,474.0
TXN-16159,2024-05-09,telma 40,TEL-2407-44,3,220.0,660.0
TXN-16158,2024-05-09,pan 40,PAN-2301-58,5,155.0,775.0
TXN-16157,2024-05-09,telma 40,TEL-2301-80,4,220.0,880.0
TXN-16156,2024-05-09,dolo 650,DOL-2408-84,4,30.0,120.0
TXN-16155,2024-05-09,glycomet 500,GLY-2408-73,3,22.5,67.5
TXN-16154,2024-05-09,allegra 120,ALL-2407-49,5,198.0,990.0
TXN-16153,2024-05-09,dolo 650,DOL-2408-15,7,30.0,210.0
TXN-16152,2024-05-09,glycomet 500,GLY-2408-73,4,22.5,90.0
TXN-16151,2024-05-09,glycomet 500,GLY-2408-52,1,22.5,22.5
TXN-16149,2024-05-09,glycomet 500,GLY-2407-68,3,22.5,67.5
TXN-16456,2024-05-10,dolo 650,DOL-2409-76,5,30.0,150.0
TXN-16460,2024-05-10,telma 40,TEL-2409-75,1,220.0,220.0
TXN-16458,2024-05-10,telma 40,TEL-2410-89,3,220.0,660.0
TXN-16459,2024-05-10,azithral 500,AZI-2409-34,3,118.5,355.5
TXN-16457,2024-05-10,dolo 650,DOL-2410-10,5,30.0,150.0
TXN-16737,2024-05-11,dolo 650,DOL-2410-10,4,30.0,120.0
TXN-16738,2024-05-11,dolo 650,DOL-2410-10,4,30.0,120.0
TXN-16739,2024-05-11,telma 40,TEL-2410-89,4,220.0,880.0
TXN-16736,2024-05-11,telma 40,TEL-2410-97,5,220.0,1100.0
TXN-16735,2024-05-11,allegra 120,ALL-2410-62,6,198.0,1188.0
TXN-17051,2024-05-12,pan 40,PAN-2411-60,2,155.0,310.0
TXN-17047,2024-05-12,azithral 500,AZI-2411-44,7,118.5,829.5
TXN-17048,2024-05-12,telma 40,TEL-2411-45,4,220.0,880.0
TXN-17050,2024-05-12,glycomet 500,GLY-2411-71,4,22.5,90.0
TXN-17049,2024-05-12,dolo 650,DOL-2410-86,7,30.0,210.0
TXN-13736,2024-06-01,azithral 500,AZI-2311-64,5,118.5,592.5
TXN-13734,2024-06-01,pan 40,PAN-2311-46,2,155.0,310.0
TXN-13735,2024-06-01,pan 40,PAN-2311-46,3,155.0,465.0
TXN-13737,2024-06-01,azithral 500,AZI-2311-64,8,118.5,948.0
TXN-13738,2024-06-01,dolo 650,DOL-2312-56,4,300.0,120.0
TXN-13739,2024-06-01,glycomet 500,GLY-2311-33,3,22.5,67.5
TXN-13740,2024-06-01,glycomet 500,GLY-2311-33,5,22.5,112.5
TXN-13741,2024-06-01,glycomet 500,GLY-2311-33,4,22.5,90.0
TXN-13742,2024-06-01,pan 40,PAN-2312-77,3,1550.0,465.0
TXN-13743,2024-06-01,glycomet 500,GLY-2312-35,5,22.5,112.5
TXN-13744,2024-06-01,dolo 650,DOL-2312-56,5,30.0,150.0
TXN-13746,2024-06-01,dolo 650,DOL-2311-14,4,30.0,120.0
TXN-13745,2024-06-01,pan 40,PAN-2311-46,5,155.0,775.0
TXN-14032,2024-06-02,pan 40,PAN-2312-97,4,155.0,620.0
TXN-14037,2024-06-02,glycomet 500,GLY-2312-88,2,22.5,45.0
TXN-14036,2024-06-02,dolo 650,DOL-2401-69,2,30.0,60.0
TXN-14035,2024-06-02,allegra 120,ALL-2401-30,1,198.0,198.0
TXN-14033,2024-06-02,azithral 500,AZI-2312-77,8,118.5,948.0
TXN-14039,2024-06-02,telma 40,TEL-2402-25,5,220.0,1100.0
TXN-14040,2024-06-02,pan 40,PAN-2312-97,1,155.0,155.0
TXN-14031,2024-06-02,telma 40,TEL-2312-38,4,220.0,880.0
TXN-14034,2024-06-02,pan 40,PAN-2402-72,4,155.0,620.0
TXN-14038,2024-06-02,telma 40,TEL-2301-80,4,220.0,880.0
TXN-14327,2024-06-03,telma 40,TEL-2402-25,2,220.0,440.0
TXN-14326,2024-06-03,pan 40,PAN-2402-72,2,155.0,310.0
TXN-14325,2024-06-03,azithral 500,AZI-2402-36,3,118.5,355.5
TXN-14324,2024-06-03,allegra 120,ALL-2401-30,4,198.0,792.0
TXN-14321,2024-06-03,pan 40,PAN-2402-25,3,155.0,465.0
TXN-14322,2024-06-03,azithral 500,AZI-2401-80,2,118.5,237.0
TXN-14319,2024-06-03,telma 40,TEL-2402-25,1,220.0,220.0
TXN-14318,2024-06-03,pan 40,PAN-2402-72,1,155.0,155.0
TXN-14317,2024-06-03,azithral 500,AZI-2402-40,1,118.5,118.5
TXN-14323,2024-06-03,azithral 500,AZI-2402-36,1,118.5,118.5
TXN-14316,2024-06-03,allegra 120,ALL-2402-77,4,198.0,792.0
TXN-14315,2024-06-03,allegra 120,ALL-2402-80,5,198.0,990.0
TXN-14320,2024-06-03,allegra 120,ALL-2401-30,6,198.0,1188.0
TXN-14646,2024-06-04,glycomet 500,GLY-2301-13,5,22.5,112.5
TXN-14645,2024-06-04,allegra 120,ALL-2403-83,4,198.0,792.0
TXN-14644,2024-06-04,azithral 500,AZI-2403-84,1,118.5,118.5
TXN-14643,2024-06-04,glycomet 500,GLY-2402-61,3,22.5,67.5
TXN-14642,2024-06-04,glycomet 500,GLY-2403-53,2,22.5,45.0
TXN-14650,2024-06-04,telma 40,TEL-2402-65,4,220.0,880.0
TXN-14640,2024-06-04,allegra 120,ALL-2301-79,5,198.0,990.0
TXN-14639,2024-06-04,glycomet 500,GLY-2403-53,3,22.5,67.5
TXN-14651,2024-06-04,pan 40,PAN-2403-22,5,155.0,775.0
TXN-14648,2024-06-04,glycomet 500,GLY-2403-99,4,22.5,90.0
TXN-14649,2024-06-04,glycomet 500,GLY-2402-61,1,22.5,22.5
TXN-14641,2024-06-04,pan 40,PAN-2403-88,3,155.0,465.0
TXN-14647,2024-06-04,dolo 650,DOL-2403-12,1,30.0,30.0
TXN-14934,2024-06-05,pan 40,PAN-2404-41,2,155.0,310.0
TXN-14936,2024-06-05,allegra 120,ALL-2403-83,5,198.0,990.0
TXN-14940,2024-06-05,dolo 650,DOL-2404-91,1,30.0,30.0
TXN-14939,2024-06-05,dolo 650,DOL-2404-91,1,30.0,30.0
TXN-14937,2024-06-05,telma 40,TEL-2404-29,2,220.0,440.0
TXN-14935,2024-06-05,telma 40,TEL-2301-80,4,220.0,880.0
TXN-14933,2024-06-05,glycomet 500,GLY-2404-87,1,22.5,22.5
TXN-14932,2024-06-05,glycomet 500,GLY-2404-87,3,22.5,67.5
TXN-14938,2024-06-05,allegra 120,ALL-2403-83,1,198.0,198.0
TXN-15207,2024-06-06,dolo 650,DOL-2405-35,6,30.0,180.0
TXN-15208,2024-06-06,dolo 650,DOL-2405-47,4,30.0,120.0
TXN-15216,2024-06-06,dolo 650,DOL-2404-55,4,30.0,120.0
TXN-15213,2024-06-06,azithral 500,AZI-2405-58,3,118.5,355.5
TXN-15212,2024-06-06,pan 40,PAN-2404-41,1,155.0,155.0
TXN-15215,2024-06-06,azithral 500,AZI-2405-58,2,118.5,237.0
TXN-15211,2024-06-06,pan 40,PAN-2404-41,3,155.0,465.0
TXN-15210,2024-06-06,dolo 650,DOL-2404-55,8,30.0,240.0
TXN-15209,2024-06-06,pan 40,PAN-2405-38,5,155.0,775.0
TXN-15214,2024-06-06,dolo 650,DOL-2404-55,7,30.0,210.0
TXN-15541,2024-06-07,dolo 650,DOL-2405-47,6,30.0,180.0
TXN-15540,2024-06-07,telma 40,TEL-2407-95,2,220.0,440.0
TXN-15539,2024-06-07,allegra 120,ALL-2405-63,5,198.0,990.0
TXN-15538,2024-06-07,allegra 120,ALL-2405-63,1,198.0,198.0
TXN-15537,2024-06-07,azithral 500,AZI-2405-58,4,118.5,474.0
TXN-15536,2024-06-07,dolo 650,DOL-2407-59,7,30.0,210.0
TXN-15542,2024-06-07,azithral 500,AZI-2406-75,3,118.5,355.5
TXN-15860,2024-06-08,telma 40,TEL-2301-80,5,220.0,1100.0
TXN-15849,2024-06-08,pan 40,PAN-2408-14,2,155.0,310.0
TXN-15850,2024-06-08,dolo 650,DOL-2408-15,10,30.0,300.0
TXN-15851,2024-06-08,pan 40,PAN-2408-14,1,155.0,155.0
TXN-15852,2024-06-08,telma 40,TEL-2407-44,5,220.0,1100.0
TXN-15853,2024-06-08,azithral 500,AZI-2408-35,4,118.5,474.0
TXN-15854,2024-06-08,pan 40,PAN-2408-14,3,155.0,465.0
TXN-15855,2024-06-08,glycomet 500,GLY-2408-73,2,22.5,45.0
TXN-15856,2024-06-08,glycomet 500,GLY-2408-73,5,22.5,112.5
TXN-15857,2024-06-08,dolo 650,DOL-2407-45,7,30.0,210.0
TXN-15858,2024-06-08,azithral 500,AZI-2408-35,2,118.5,237.0
TXN-15859,2024-06-08,glycomet 500,GLY-2407-36,5,22.5,112.5
TXN-15848,2024-06-08,telma 40,TEL-2407-44,4,220.0,880.0
TXN-16163,2024-06-09,azithral 500,AZI-2408-35,4,118.5,474.0
TXN-16162,2024-06-09,pan 40,PAN-2408-56,3,155.0,465.0
TXN-16164,2024-06-09,telma 40,TEL-2408-79,4,220.0,880.0
TXN-16169,2024-06-09,allegra 120,ALL-2408-26,5,198.0,990.0
TXN-16166,2024-06-09,dolo 650,DOL-2301-95,10,30.0,300.0
TXN-16174,2024-06-09,dolo 650,DOL-2301-95,7,30.0,210.0
TXN-16173,2024-06-09,azithral 500,AZI-2408-61,1,118.5,118.5
TXN-16172,2024-06-09,glycomet 500,GLY-2408-73,4,22.5,90.0
TXN-16171,2024-06-09,pan 40,PAN-2408-56,1,155.0,155.0
TXN-16165,2024-06-09,dolo 650,DOL-2409-76,7,30.0,210.0
TXN-16168,2024-06-09,azithral 500,AZI-2408-61,3,118.5,355.5
TXN-16167,2024-06-09,dolo 650,DOL-2408-84,9,30.0,270.0
TXN-16170,2024-06-09,telma 40,TEL-2409-34,2,220.0,440.0
TXN-16461,2024-06-10,dolo 650,DOL-2409-10,3,30.0,90.0
TXN-16471,2024-06-10,telma 40,TEL-2409-75,4,220.0,880.0
TXN-16463,2024-06-10,telma 40,TEL-2409-75,4,220.0,880.0
TXN-16464,2024-06-10,allegra 120,ALL-2409-14,10,198.0,1980.0
TXN-16465,2024-06-10,allegra 120,ALL-2409-14,7,198.0,1386.0
TXN-16466,2024-06-10,azithral 500,AZI-2409-34,3,118.5,355.5
TXN-16467,2024-06-10,allegra 120,ALL-2409-14,4,198.0,792.0
TXN-16468,2024-06-10,dolo 650,DOL-2409-10,4,30.0,120.0
TXN-16469,2024-06-10,azithral 500,AZI-2301-67,1,118.5,118.5
TXN-16462,2024-06-10,dolo 650,DOL-2410-10,4,30.0,120.0
TXN-16470,2024-06-10,pan 40,PAN-2409-86,5,155.0,775.0
TXN-16472,2024-06-10,glycomet 500,GLY-2409-97,3,22.5,67.5
TXN-16473,2024-06-10,azithral 500,AZI-2409-34,4,118.5,474.0
TXN-16740,2024-06-11,glycomet 500,GLY-2410-64,4,22.5,90.0
TXN-16745,2024-06-11,pan 40,PAN-2410-62,2,155.0,310.0
TXN-16746,2024-06-11,telma 40,TEL-2301-80,4,220.0,880.0
TXN-16744,2024-06-11,telma 40,TEL-2410-89,4,220.0,880.0
TXN-16747,2024-06-11,telma 40,TEL-2410-97,1,220.0,220.0
TXN-16743,2024-06-11,dolo 650,DOL-2410-10,3,30.0,90.0
TXN-16742,2024-06-11,glycomet 500,GLY-2410-21,1,22.5,22.5
TXN-16741,2024-06-11,glycomet 500,GLY-2410-21,4,22.5,90.0
TXN-17060,2024-06-12,dolo 650,DOL-2411-76,7,30.0,210.0
TXN-17057,2024-06-12,telma 40,TEL-2410-78,2,220.0,440.0
TXN-17064,2024-06-12,azithral 500,AZI-2410-45,9,118.5,1066.5
TXN-17061,2024-06-12,pan 40,PAN-2411-60,5,155.0,775.0
TXN-17062,2024-06-12,telma 40,TEL-2301-80,1,220.0,220.0
TXN-17056,2024-06-12,telma 40,TEL-2411-45,2,220.0,440.0
TXN-17063,2024-06-12,azithral 500,AZI-2410-45,3,118.5,355.5
TXN-17055,2024-06-12,telma 40,TEL-2410-78,4,220.0,880.0
TXN-17054,2024-06-12,glycomet 500,GLY-2411-16,4,22.5,90.0
TXN-17053,2024-06-12,allegra 120,ALL-2410-62,3,198.0,594.0
TXN-17052,2024-06-12,allegra 120,ALL-2411-60,1,198.0,198.0
TXN-17058,2024-06-12,pan 40,PAN-2411-60,1,155.0,155.0
TXN-17059,2024-06-12,glycomet 500,GLY-2411-16,3,22.5,67.5
TXN-13752,2024-07-01,allegra 120,ALL-2312-51,1,198.0,198.0
TXN-13751,2024-07-01,telma 40,TEL-2312-38,5,220.0,1100.0
TXN-13750,2024-07-01,dolo 650,DOL-2311-14,6,30.0,180.0
TXN-13749,2024-07-01,pan 40,PAN-2301-58,5,155.0,775.0
TXN-13748,2024-07-01,glycomet 500,GLY-2311-33,4,22.5,90.0
TXN-13747,2024-07-01,allegra 120,ALL-2312-25,2,198.0,396.0
TXN-14042,2024-07-02,azithral 500,AZI-2401-80,7,118.5,829.5
TXN-14043,2024-07-02,allegra 120,ALL-2401-30,5,198.0,990.0
TXN-14044,2024-07-02,telma 40,TEL-2301-80,3,220.0,660.0
TXN-14045,2024-07-02,dolo 650,DOL-2401-69,5,30.0,150.0
TXN-14334,2024-07-03,pan 40,PAN-2402-72,5,155.0,775.0
TXN-14329,2024-07-03,telma 40,TEL-2402-65,5,220.0,1100.0
TXN-14330,2024-07-03,azithral 500,AZI-2403-42,4,118.5,474.0
TXN-14331,2024-07-03,dolo 650,DOL-2402-92,1,30.0,30.0
TXN-14332,2024-07-03,dolo 650,DOL-2402-82,4,30.0,120.0
TXN-14333,2024-07-03,glycomet 500,GLY-2403-99,2,22.5,45.0
TXN-14335,2024-07-03,telma 40,TEL-2403-73,2,-220.0,440.0
TXN-14328,2024-07-03,telma 40,TEL-2402-25,5,220.0,1100.0
TXN-14665,2024-07-04,pan 40,PAN-2403-22,4,155.0,620.0
TXN-14664,2024-07-04,dolo 650,DOL-2402-82,2,30.0,60.0
TXN-14663,2024-07-04,glycomet 500,GLY-2301-13,2,22.5,45.0
TXN-14662,2024-07-04,allegra 120,ALL-2403-83,3,198.0,594.0
TXN-14661,2024-07-04,allegra 120,ALL-2403-83,6,198.0,1188.0
TXN-14660,2024-07-04,glycomet 500,GLY-2402-61,3,22.5,67.5
TXN-14659,2024-07-04,pan 40,PAN-2403-22,3,155.0,465.0
TXN-14657,2024-07-04,pan 40,PAN-2403-22,3,155.0,465.0
TXN-14655,2024-07-04,allegra 120,ALL-2403-83,7,198.0,1386.0
TXN-14654,2024-07-04,allegra 120,ALL-2403-83,9,198.0,1782.0
TXN-14653,2024-07-04,dolo 650,DOL-2403-12,1,30.0,30.0
TXN-14652,2024-07-04,telma 40,TEL-2402-65,2,220.0,440.0
TXN-14656,2024-07-04,dolo 650,DOL-2403-12,1,30.0,30.0
TXN-14658,2024-07-04,pan 40,PAN-2403-88,4,155.0,620.0
TXN-14949,2024-07-05,azithral 500,AZI-2404-33,3,118.5,355.5
TXN-14941,2024-07-05,pan 40,PAN-2301-58,5,155.0,775.0
TXN-14942,2024-07-05,dolo 650,DOL-2404-55,2,30.0,60.0
TXN-14943,2024-07-05,azithral 500,AZI-2403-84,5,118.5,592.5
TXN-14944,2024-07-05,dolo 650,DOL-2403-28,5,30.0,150.0
TXN-14945,2024-07-05,telma 40,TEL-2403-32,1,220.0,220.0
TXN-14947,2024-07-05,glycomet 500,GLY-2404-87,2,22.5,45.0
TXN-14948,2024-07-05,azithral 500,AZI-2404-33,2,118.5,237.0
TXN-14950,2024-07-05,telma 40,TEL-2404-50,3,220.0,660.0
TXN-14946,2024-07-05,azithral 500,AZI-2404-28,3,118.5,355.5
TXN-14952,2024-07-05,dolo 650,DOL-2403-28,1,30.0,30.0
TXN-14951,2024-07-05,telma 40,TEL-2404-29,2,220.0,440.0
TXN-14955,2024-07-05,telma 40,TEL-2301-80,2,220.0,440.0
TXN-14954,2024-07-05,glycomet 500,GLY-2403-53,5,22.5,112.5
TXN-14953,2024-07-05,pan 40,PAN-2404-41,3,155.0,465.0
TXN-15226,2024-07-06,dolo 650,DOL-2404-55,8,30.0,240.0
TXN-15225,2024-07-06,allegra 120,ALL-2405-91,3,198.0,594.0
TXN-15224,2024-07-06,allegra 120,ALL-2405-91,2,198.0,396.0
TXN-15223,2024-07-06,dolo 650,DOL-2405-35,6,30.0,180.0
TXN-15222,2024-07-06,telma 40,TEL-2405-79,3,220.0,660.0
TXN-15221,2024-07-06,telma 40,TEL-2405-85,4,220.0,880.0
TXN-15220,2024-07-06,pan 40,PAN-2405-18,1,155.0,155.0
TXN-15219,2024-07-06,glycomet 500,GLY-2404-57,1,22.5,22.5
TXN-15218,2024-07-06,dolo 650,DOL-2301-95,7,30.0,210.0
TXN-15217,2024-07-06,allegra 120,ALL-2404-16,1,198.0,198.0
TXN-15227,2024-07-06,allegra 120,ALL-2404-16,5,198.0,990.0
TXN-15555,2024-07-07,allegra 120,ALL-2406-15,1,198.0,198.0
TXN-15546,2024-07-07,dolo 650,DOL-2405-47,8,30.0,240.0
TXN-15543,2024-07-07,azithral 500,AZI-2405-58,1,118.5,118.5
TXN-15547,2024-07-07,allegra 120,ALL-2407-63,2,198.0,396.0
TXN-15556,2024-07-07,allegra 120,ALL-2406-15,4,198.0,792.0
TXN-15545,2024-07-07,azithral 500,AZI-2405-58,3,118.5,355.5
TXN-15548,2024-07-07,pan 40,PAN-2407-49,4,155.0,620.0
TXN-15549,2024-07-07,allegra 120,ALL-2406-15,4,198.0,792.0
TXN-15550,2024-07-07,telma 40,TEL-2406-65,5,220.0,1100.0
TXN-15551,2024-07-07,telma 40,TEL-2406-65,1,220.0,220.0
TXN-15552,2024-07-07,pan 40,PAN-2407-49,4,155.0,620.0
TXN-15544,2024-07-07,glycomet 500,GLY-2406-67,4,22.5,90.0
TXN-15554,2024-07-07,telma 40,TEL-2406-65,2,220.0,440.0
TXN-15553,2024-07-07,allegra 120,ALL-2407-63,5,198.0,990.0
TXN-15861,2024-07-08,dolo 650,DOL-2408-15,7,30.0,210.0
TXN-15862,2024-07-08,telma 40,TEL-2407-44,1,220.0,220.0
TXN-15863,2024-07-08,azithral 500,AZI-2407-35,3,118.5,355.5
TXN-15864,2024-07-08,dolo 650,DOL-2407-59,5,30.0,150.0
TXN-15865,2024-07-08,glycomet 500,GLY-2407-68,3,22.5,67.5
TXN-16180,2024-07-09,telma 40,TEL-2408-11,2,220.0,440.0
TXN-16185,2024-07-09,pan 40,PAN-2409-86,3,155.0,465.0
TXN-16184,2024-07-09,pan 40,PAN-2409-86,2,155.0,310.0
TXN-16183,2024-07-09,glycomet 500,GLY-2408-73,4,22.5,90.0
TXN-16181,2024-07-09,dolo 650,DOL-2408-84,7,30.0,210.0
TXN-16186,2024-07-09,azithral 500,AZI-2409-75,2,118.5,237.0
TXN-16179,2024-07-09,dolo 650,DOL-2408-84,5,30.0,150.0
TXN-16178,2024-07-09,telma 40,TEL-2301-80,5,220.0,1100.0
TXN-16177,2024-07-09,allegra 120,ALL-2409-14,1,198.0,198.0
TXN-16175,2024-07-09,pan 40,PAN-2408-14,2,155.0,310.0
TXN-16182,2024-07-09,allegra 120,ALL-2408-58,2,198.0,396.0
TXN-16187,2024-07-09,allegra 120,ALL-2408-26,2,198.0,396.0
TXN-16481,2024-07-10,glycomet 500,GLY-2409-97,4,22.5,90.0
TXN-16480,2024-07-10,pan 40,PAN-2410-62,4,155.0,620.0
TXN-16483,2024-07-10,dolo 650,DOL-2410-10,1,30.0,30.0
TXN-16486,2024-07-10,glycomet 500,GLY-2410-76,2,22.5,45.0
TXN-16485,2024-07-10,glycomet 500,GLY-2410-76,5,22.5,112.5
TXN-16484,2024-07-10,allegra 120,ALL-2409-14,8,198.0,1584.0
TXN-16478,2024-07-10,dolo 650,DOL-2410-10,3,30.0,90.0
TXN-16477,2024-07-10,dolo 650,DOL-2409-10,4,30.0,120.0
TXN-16476,2024-07-10,telma 40,TEL-2301-80,4,220.0,880.0
TXN-16475,2024-07-10,azithral 500,AZI-2410-77,2,118.5,237.0
TXN-16474,2024-07-10,telma 40,TEL-2410-89,1,220.0,220.0
TXN-16479,2024-07-10,dolo 650,DOL-2409-76,3,30.0,90.0
TXN-16487,2024-07-10,azithral 500,AZI-2409-34,5,118.5,592.5
TXN-16482,2024-07-10,allegra 120,ALL-2301-79,10,198.0,1980.0
TXN-16754,2024-07-11,dolo 650,DOL-2410-86,1,30.0,30.0
TXN-16755,2024-07-11,allegra 120,ALL-2410-17,9,198.0,1782.0
TXN-16753,2024-07-11,azithral 500,AZI-2410-45,6,118.5,711.0
TXN-16752,2024-07-11,dolo 650,DOL-2410-18,4,30.0,120.0
TXN-16751,2024-07-11,azithral 500,AZI-2410-45,6,118.5,711.0
TXN-16748,2024-07-11,pan 40,PAN-2301-58,5,155.0,775.0
TXN-16749,2024-07-11,dolo 650,DOL-2410-18,3,30.0,90.0
TXN-16750,2024-07-11,glycomet 500,GLY-2410-21,4,22.5,90.0
TXN-17068,2024-07-12,azithral 500,AZI-2411-86,6,118.5,711.0
TXN-17065,2024-07-12,allegra 120,ALL-2411-60,4,198.0,792.0
TXN-17066,2024-07-12,allegra 120,ALL-2410-62,1,198.0,198.0
TXN-17067,2024-07-12,telma 40,TEL-2411-43,5,220.0,1100.0
TXN-17069,2024-07-12,telma 40,TEL-2410-78,1,220.0,220.0
TXN-13753,2024-08-01,azithral 500,AZI-2301-67,9,118.5,1066.5
TXN-13764,2024-08-01,pan 40,PAN-2312-77,5,155.0,775.0
TXN-13754,2024-08-01,azithral 500,AZI-2312-77,6,118.5,711.0
TXN-13755,2024-08-01,telma 40,TEL-2312-25,4,220.0,880.0
TXN-13756,2024-08-01,dolo 650,DOL-2311-14,6,30.0,180.0
TXN-13757,2024-08-01,dolo 650,DOL-2312-51,7,30.0,210.0
TXN-13758,2024-08-01,azithral 500,AZI-2312-77,5,118.5,592.5
TXN-13759,2024-08-01,telma 40,TEL-2312-38,2,220.0,440.0
TXN-13760,2024-08-01,allegra 120,ALL-2312-51,2,198.0,396.0
TXN-13762,2024-08-01,glycomet 500,GLY-2311-33,4,22.5,90.0
TXN-13763,2024-08-01,pan 40,PAN-2311-46,4,155.0,620.0
